"STATISTIC","Statistic Label","TLIST(A1)","Year","C02199V02655","Sex","C02857V03435","Type of Procedure","C02076V02508","Age Group","UNIT","VALUE"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1301","Dilation & curettage","215","0 - 14 years","Number","0"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1301","Dilation & curettage","310","15 - 24 years","Number","86"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1301","Dilation & curettage","415","25 - 34 years","Number","367"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1301","Dilation & curettage","465","35 - 44 years","Number","546"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1301","Dilation & curettage","500","45 - 54 years","Number","145"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1301","Dilation & curettage","535","55 - 64 years","Number","62"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1301","Dilation & curettage","570","65 - 74 years","Number","190"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1301","Dilation & curettage","600","75 - 84 years","Number","64"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1301","Dilation & curettage","630","85 years and over","Number","13"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1301","Dilation & curettage","-","All ages","Number","1472"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1302","Hysteroscopy","215","0 - 14 years","Number","0"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1302","Hysteroscopy","310","15 - 24 years","Number","11"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1302","Hysteroscopy","415","25 - 34 years","Number","73"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1302","Hysteroscopy","465","35 - 44 years","Number","128"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1302","Hysteroscopy","500","45 - 54 years","Number","343"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1302","Hysteroscopy","535","55 - 64 years","Number","247"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1302","Hysteroscopy","570","65 - 74 years","Number","371"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1302","Hysteroscopy","600","75 - 84 years","Number","287"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1302","Hysteroscopy","630","85 years and over","Number","142"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1302","Hysteroscopy","-","All ages","Number","1600"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1303","Hysterectomy","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1303","Hysterectomy","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1303","Hysterectomy","415","25 - 34 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1303","Hysterectomy","465","35 - 44 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1303","Hysterectomy","500","45 - 54 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1303","Hysterectomy","535","55 - 64 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1303","Hysterectomy","570","65 - 74 years","Number","1779"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1303","Hysterectomy","600","75 - 84 years","Number","937"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1303","Hysterectomy","630","85 years and over","Number","66"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1303","Hysterectomy","-","All ages","Number","9365"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1304","Laparoscopic hysterectomy","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1304","Laparoscopic hysterectomy","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1304","Laparoscopic hysterectomy","415","25 - 34 years","Number","40"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1304","Laparoscopic hysterectomy","465","35 - 44 years","Number","405"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1304","Laparoscopic hysterectomy","500","45 - 54 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1304","Laparoscopic hysterectomy","535","55 - 64 years","Number","479"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1304","Laparoscopic hysterectomy","570","65 - 74 years","Number","290"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1304","Laparoscopic hysterectomy","600","75 - 84 years","Number","122"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1304","Laparoscopic hysterectomy","630","85 years and over","Number","29"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1304","Laparoscopic hysterectomy","-","All ages","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1400","Obstetric procedures","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1400","Obstetric procedures","310","15 - 24 years","Number","15831"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1400","Obstetric procedures","415","25 - 34 years","Number","93396"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1400","Obstetric procedures","465","35 - 44 years","Number","75081"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1400","Obstetric procedures","500","45 - 54 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1400","Obstetric procedures","535","55 - 64 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1400","Obstetric procedures","570","65 - 74 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1400","Obstetric procedures","600","75 - 84 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1400","Obstetric procedures","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1400","Obstetric procedures","-","All ages","Number","186460"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1401","Medical or surgical induction & augmentation of labour","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1401","Medical or surgical induction & augmentation of labour","310","15 - 24 years","Number","328"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1401","Medical or surgical induction & augmentation of labour","415","25 - 34 years","Number","1135"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1401","Medical or surgical induction & augmentation of labour","465","35 - 44 years","Number","767"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1401","Medical or surgical induction & augmentation of labour","500","45 - 54 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1401","Medical or surgical induction & augmentation of labour","535","55 - 64 years","Number","0"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1401","Medical or surgical induction & augmentation of labour","570","65 - 74 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1401","Medical or surgical induction & augmentation of labour","600","75 - 84 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1401","Medical or surgical induction & augmentation of labour","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1401","Medical or surgical induction & augmentation of labour","-","All ages","Number","2240"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1402","Vacuum or forceps extraction","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1402","Vacuum or forceps extraction","310","15 - 24 years","Number","2496"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1402","Vacuum or forceps extraction","415","25 - 34 years","Number","14248"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1402","Vacuum or forceps extraction","465","35 - 44 years","Number","7437"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1402","Vacuum or forceps extraction","500","45 - 54 years","Number","87"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1402","Vacuum or forceps extraction","535","55 - 64 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1402","Vacuum or forceps extraction","570","65 - 74 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1402","Vacuum or forceps extraction","600","75 - 84 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1402","Vacuum or forceps extraction","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1402","Vacuum or forceps extraction","-","All ages","Number","24271"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1403","Breech delivery & extraction","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1403","Breech delivery & extraction","310","15 - 24 years","Number","45"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1403","Breech delivery & extraction","415","25 - 34 years","Number","149"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1403","Breech delivery & extraction","465","35 - 44 years","Number","62"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1403","Breech delivery & extraction","500","45 - 54 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1403","Breech delivery & extraction","535","55 - 64 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1403","Breech delivery & extraction","570","65 - 74 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1403","Breech delivery & extraction","600","75 - 84 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1403","Breech delivery & extraction","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1403","Breech delivery & extraction","-","All ages","Number","256"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1404","Casearean section","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1404","Casearean section","310","15 - 24 years","Number","5543"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1404","Casearean section","415","25 - 34 years","Number","43603"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1404","Casearean section","465","35 - 44 years","Number","43629"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1404","Casearean section","500","45 - 54 years","Number","1844"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1404","Casearean section","535","55 - 64 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1404","Casearean section","570","65 - 74 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1404","Casearean section","600","75 - 84 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1404","Casearean section","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1404","Casearean section","-","All ages","Number","94626"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1500","Procedures on musculoskeletal system","215","0 - 14 years","Number","3941"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1500","Procedures on musculoskeletal system","310","15 - 24 years","Number","2660"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1500","Procedures on musculoskeletal system","415","25 - 34 years","Number","2409"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1500","Procedures on musculoskeletal system","465","35 - 44 years","Number","4114"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1500","Procedures on musculoskeletal system","500","45 - 54 years","Number","8639"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1500","Procedures on musculoskeletal system","535","55 - 64 years","Number","15633"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1500","Procedures on musculoskeletal system","570","65 - 74 years","Number","27887"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1500","Procedures on musculoskeletal system","600","75 - 84 years","Number","45108"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1500","Procedures on musculoskeletal system","630","85 years and over","Number","30668"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1500","Procedures on musculoskeletal system","-","All ages","Number","141057"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1501","Reduction of nasal fracture","215","0 - 14 years","Number","3"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1501","Reduction of nasal fracture","310","15 - 24 years","Number","12"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1501","Reduction of nasal fracture","415","25 - 34 years","Number","8"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1501","Reduction of nasal fracture","465","35 - 44 years","Number","6"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1501","Reduction of nasal fracture","500","45 - 54 years","Number","5"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1501","Reduction of nasal fracture","535","55 - 64 years","Number","15"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1501","Reduction of nasal fracture","570","65 - 74 years","Number","7"
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1501","Reduction of nasal fracture","600","75 - 84 years","Number",""
"DHA102C01","Inpatient Bed Days","2023","2023","2","Female","1501","Reduction of nasal fracture","630","85 years and over","Number",""
